ZIP,Population,Median age
24827,1612,45.5
24828,820,48.6
24830,86,52.1
24831,152,56.9
24834,526,33.2
24836,571,52.7
24839,1300,43.8
24843,107,60.8
24844,2080,47.2
24845,298,52.7
24846,165,54.4
24847,349,29.6
24848,175,52.7
24849,278,32.1
24850,824,44.1
24851,369,43
24853,589,53.8
24854,526,25.1
24857,914,55.4
24860,481,59.4
24861,347,45.1
24862,503,52.5
24866,158,53.2
24867,362,43
24868,1345,45.3
24869,332,54.6
24870,2774,43.5
24871,234,60.6
24872,874,38
24873,388,56.5
24874,2623,46.8
24878,453,31.6
24879,732,42.1
24880,398,38.5
24881,459,43.3
24882,437,44.4
24884,385,49.6
24887,14,
24888,217,53
24892,1431,43
24894,324,51
24898,119,40.7
24901,9049,43.5
24910,5350,43.4
24915,575,53
24916,744,43.5
24918,1601,45
24920,286,43.7
24924,252,48.7
24925,736,45.4
24927,179,53.5
24931,1543,48.4
24934,341,51
24935,608,50.8
24938,1530,38.8
24941,1347,47.7
24944,393,46.7
24945,455,54.4
24946,1794,48.7
24951,1466,38.9
24954,3939,47
24957,268,42.6
24962,99,40.8
24963,3851,43.4
24966,1247,51.7
24970,4651,41.3
24974,234,43.3
24976,1078,35.8
24977,571,55.6
24981,694,58.6
24983,2610,48.8
24984,219,55.2
24986,5492,44.2
24991,658,43.9
25002,13,
25003,2607,39.3
25005,167,49.7
25007,670,34.7
25008,340,26.8
25009,1318,43.4
25011,747,43
25015,4591,45.8
25019,366,47.4
25021,334,27.2
25022,119,36.5
25024,591,52.8
25025,176,41.8
25028,410,46.3
25030,406,48.9
25031,926,30.9
25033,1967,40.6
25035,1167,44.3
25036,1277,39.5
25039,1254,31.5
25040,605,35.1
25043,1874,41
25044,359,34.9
25045,5266,42.4
25047,310,24.7
25048,31,72.4
25049,865,28.7
25051,142,48.4
25053,4513,39.1
25054,297,18.7
25057,238,34.6
25059,535,48.9
25060,502,40.7
25061,455,61.9
25062,99,63.3
25063,1680,48.4
25064,9585,41.4
25067,975,45.6
25070,1960,40.4
25071,11728,45.3
25075,549,47.7
25076,282,41.5
25081,1171,42.8
25082,1667,36.3
25083,752,43.5
25085,897,45.8
25086,761,53.7
25088,49,33.6
25090,129,66.2
25093,107,36.9
25102,284,38.5
25103,69,60.1
25106,440,40.2
25107,396,40.3
25108,595,48.4
25109,447,54.1
25110,568,29.3
25111,670,45.8
25112,110,20
25113,776,47.9
25114,757,48.8
25115,182,26.4
25118,1020,48.3
25119,584,22.7
25121,1024,43.5
25123,3295,42.1
25124,1599,45.6
25125,800,50.8
25126,43,69.1
25130,3611,43.6
25132,462,21.9
25133,955,33.2
25134,478,43.4
25136,1873,28.8
25139,369,49.4
25140,1158,36.3
25141,211,33.1
25142,341,48.4
25143,8296,43.6
25148,216,56.2
25149,251,50.3
25152,395,53.6
25154,677,35.8
25156,104,66.2
25159,5521,40.5
25160,207,45.3
25161,280,45.1
25162,526,45
25164,1252,41
25165,413,45.8
25168,2142,50.2
25169,700,32.5
25173,308,51.6
25174,502,26.5
25177,24609,43.3
25180,67,61.2
25181,1732,37.2
25183,0,
25185,467,40.1
25186,1206,35.5
25187,755,52
25193,457,39.1
25201,0,
25202,1300,33.9
25203,98,45
25204,240,29.5
25205,305,59.8
25206,472,48.4
25208,1074,38.7
25209,1139,49.3
25211,182,29.5
25213,6237,42.8
25214,681,33.2
25234,1447,45.1
25235,899,40.2
25239,1831,41.5
25241,1450,45.6
25243,687,47.1
25244,634,50.8
25245,686,49.3
25247,558,40.8
25248,3183,40.1
25251,612,34.8
25252,1020,41.5
25253,2182,41.6
25259,549,40.4
25260,1755,49.4
25261,376,55.9
25262,1231,42.2
25264,439,26
25265,1423,44.9
25266,1073,37.5
25267,543,40.6
25268,731,50.8
25270,1030,44.9
25271,9424,41.5
25275,2256,40.6
25276,7715,42.6
25285,557,49.6
25286,1479,46.4
25287,1191,37.4
25301,2165,48.1
25302,15006,43
25303,7181,40.3
25304,8926,43.3
25305,0,
25306,6356,44.4
25309,13158,43.2
25311,10059,43.1
25312,14632,41.7
25313,13583,35.7
25314,16507,43.3
25315,3345,45
25320,6700,42.5
25401,14922,33.9
25403,13783,36.8
25404,21870,35.4
25405,12350,40.5
25411,12628,45.2
25413,8280,36.1
25414,16896,40.7
25419,9454,43.7
25420,4027,43.4
25422,1784,55.2
25425,13391,41.5
25427,12362,42.1
25428,10761,38.2
25430,8427,42.9
25431,329,55
25432,48,49.8
25434,2708,46.7
25437,211,45.2
25438,6846,32.4
25442,1671,37.1
25443,6904,36.8
25444,196,59.3
25446,1948,33.7
25501,1633,33.3
25502,1283,49.5
25503,768,30.1
25504,13336,40
25505,680,43.4
25506,4452,45.5
25507,979,44.2
25508,9472,40.2
25510,5294,41.5
25511,937,42.8
25512,1238,42.3
25514,3566,45
25515,2637,42.7
25517,2920,38.6
25520,1308,42.9
25521,1032,29.1
25523,2827,47.1
25524,3227,41.6
25526,22606,39.9
25529,1334,46.6
25530,5277,44.7
25534,223,50.2
25535,3025,37.1
25537,1732,54.3
25540,285,47.5
25541,8763,42.3
25545,4997,42.7
25547,1267,41.2
25550,8944,42.8
25555,1842,51.3
25557,1647,47.1
25559,2030,41.7
25560,8033,40.9
25564,1448,28.7
25565,507,35.5
25567,765,56.7
25570,6587,43.4
25571,1961,39.7
25573,1253,47.2
25601,5247,41.5
25606,779,34.8
25607,1062,40.2
25608,1111,37.1
25611,896,39.3
25617,713,49.3
25621,2090,45
25624,239,28.9
25625,1457,39.2
25628,575,48.1
25630,1015,40.8
25632,539,44.4
25634,670,48.1
25635,1294,41.5
25637,778,43.8
25638,1365,52.1
25639,540,46.1
25644,426,27.9
25646,1110,48.2
25647,695,49.8
25649,1368,48.4
25650,683,39.7
25651,640,47.2
25652,1238,40.2
25653,644,53.6
25654,280,28.9
25661,6384,42.8
25666,804,38.6
25669,624,56.6
25670,6313,38.9
25671,1193,38.6
25672,390,40.1
25674,2379,40.1
25676,1045,40.7
25678,1779,38.8
25688,351,54.9
25690,281,43.4
25692,913,51.6
25696,144,19.8
25699,126,41.8
25701,23542,38.7
25702,8294,37.1
25703,6684,21.7
25704,16734,39.3
25705,20637,39.6
25801,34021,40.1
25810,312,54.7
25811,247,62.1
25812,1940,44.8
25813,7853,39
25817,788,38.2
25818,408,29.6
25820,577,42.7
25823,2221,44.3
25825,2879,43.1
25826,161,40.8
25827,2855,52.3
25831,1299,49.7
25832,4108,42.1
25836,372,62.6
25837,170,30.5
25839,758,37.6
25840,7465,48.8
25841,723,47.5
25843,685,52.2
25844,1645,35
25845,651,44.9
25846,462,41.2
25848,535,30.6
25849,495,51.4
25853,112,
25854,1201,45.8
25855,218,64.9
25857,407,39.3
25862,252,51.4
25864,207,50.5
25865,1253,35.1
25868,346,49.6
25870,101,47
25871,586,44.4
25873,850,30.8
25875,453,37.8
25876,103,53.4
25878,762,51.6
25879,891,31.2
25880,6421,37.5
25882,2573,37.6
25901,11546,40.8
25902,327,44.3
25904,352,45.3
25906,417,40
25907,119,31.7
25908,52,14.4
25911,16,
25913,455,36.1
25915,370,35.4
25916,73,46.7
25917,1670,46.8
25918,4352,43.8
25920,231,69.3
25921,2011,40.1
25922,231,52.6
25928,366,36.5
25932,101,55.7
25936,30,42.2
25938,1251,44.1
25942,197,55.6
25951,5846,51.1
25958,915,42.7
25962,3878,42.2
25969,1063,39.9
25971,1201,39
25972,292,51.2
25976,2329,50.9
25977,124,30.7
25978,675,46
25979,846,40.2
25981,1000,41.2
25984,2115,38.7
25985,286,48
25989,496,39.3
26003,42994,43.5
26030,770,41
26031,1628,45.5
26032,1269,20.2
26033,2814,48.1
26034,5067,42.6
26035,2934,43.6
26036,601,44.9
26037,6507,49.4
26038,3023,50.7
26039,907,49.5
26040,1866,45.9
26041,15766,43.4
26047,6534,44.4
26050,1329,54.1
26055,1982,43.8
26056,195,39.7
26059,2563,46.9
26060,1822,43.1
26062,21046,47.2
26070,7786,48.3
26074,1206,20.3
26075,538,47.1
26101,30134,40.4
26104,17148,43.3
26105,12215,44
26133,1246,51.6
26134,1101,41.7
26136,714,44.4
26137,785,51.3
26138,68,18.1
26141,161,64.8
26142,2806,37.5
26143,4743,46.7
26146,1022,35.8
26147,2308,43.6
26148,199,51.8
26149,2565,50.2
26150,5940,37.5
26151,464,48.1
26152,56,37.9
26155,8566,44.9
26159,2596,46.1
26160,1077,43.5
26161,262,52.9
26164,7967,44
26167,1105,48.4
26169,848,48.3
26170,5694,43.3
26175,3624,42.5
26178,547,51.2
26180,2027,41.1
26181,6107,46.7
26184,2108,46.1
26187,5845,46.6
26201,20073,40.5
26202,657,34.9
26203,212,26.2
26205,3065,44.4
26206,2788,46.9
26208,855,40.9
26209,128,51.4
26215,406,10.2
26217,349,47.2
26218,2357,42.3
26222,285,49.1
26224,226,51.9
26228,52,67.5
26230,174,43.6
26234,1673,41.5
26236,13,
26237,487,56.8
26238,908,45.2
26241,14671,44.3
26250,5134,42.8
26253,3227,36.9
26254,481,50.7
26257,723,46.6
26259,197,25.5
26260,1342,47.5
26261,2748,48
26263,217,41.1
26264,688,38.9
26266,114,44.2
26267,399,34.7
26268,74,41.3
26269,1043,39
26270,660,52.8
26271,329,53.5
26273,1782,39.8
26275,719,42.2
26276,372,45.4
26278,864,30.5
26280,1897,47.4
26282,73,32.3
26283,1919,39.4
26285,358,52.5
26287,2931,49.7
26288,3845,50.7
26291,80,56.9
26292,782,50.6
26293,670,33.3
26294,928,43.6
26296,235,34.9
26298,59,64.7
26301,29932,40.6
26320,801,48.7
26321,576,47.9
26323,629,34.7
26325,310,40.6
26327,143,10.5
26330,14415,42.7
26335,1163,43.9
26337,1147,37.5
26338,602,42.8
26339,247,64
26342,383,45.6
26343,308,43.7
26346,1101,44.9
26347,2179,42.8
26348,118,35.5
26349,167,46.3
26351,4974,34.7
26354,10951,42.3
26361,185,55.6
26362,3382,42.1
26366,114,7.5
26369,686,43.2
26372,949,43.9
26374,1472,39.3
26376,444,42.5
26377,707,31.5
26378,4402,38.6
26384,876,38.5
26385,3655,49.3
26386,2477,42.7
26404,468,31.9
26405,1297,31.6
26408,2960,39
26410,1041,45.3
26411,772,48.6
26412,541,54.4
26415,4412,43.6
26416,7513,40.4
26419,1148,41.9
26421,215,40.6
26422,383,49.5
26424,336,38.8
26425,1371,50.2
26426,7549,45.7
26430,559,36.9
26431,5836,44.6
26435,159,38.8
26436,147,53.1
26437,648,54.2
26438,271,42
26440,1137,42.6
26443,177,50.9
26444,3916,44
26447,1236,48.1
26448,1541,35.8
26451,726,40.7
26452,9109,43.1
26456,3631,39.8
26501,20524,36
26505,38172,23.7
26508,31882,35
26519,1762,49.5
26520,802,45.5
26521,269,38.8
26525,6965,38.3
26534,1599,40.2
26537,5670,42.2
26541,3021,40.2
26542,2512,42
26543,155,40.4
26547,2558,34.8
26554,41801,40.4
26559,1227,40.7
26560,154,42.9
26562,518,47.8
26563,284,48.5
26568,558,45.2
26570,3533,44.6
26571,2076,42.9
26572,234,53.7
26574,476,42.5
26575,1022,41.1
26576,276,49.5
26581,1008,33.7
26582,5323,41.2
26585,469,52.9
26586,68,12.9
26587,347,45.4
26588,2944,42.6
26590,840,31.4
26591,1501,49.7
26601,5055,41.5
26610,939,44.2
26611,110,56.9
26615,422,54.1
26617,256,52.1
26619,566,37.7
26621,909,30.6
26623,1414,39.1
26624,2758,48.7
26627,338,50.5
26629,362,40.9
26631,397,50.8
26636,464,36.3
26638,180,53.1
26651,9968,42.8
26656,350,49.4
26660,281,52.5
26662,1323,46.2
26676,568,54.4
26678,1499,38.7
26679,1774,43.6
26680,209,54.4
26681,1463,48
26684,85,11.8
26690,509,36.2
26691,434,42.4
26704,6046,39.3
26705,1059,41.6
26707,461,40.6
26710,2142,46.6
26711,1969,43.8
26714,433,45.7
26716,876,48.3
26717,1292,50
26719,2387,46.6
26720,101,13.3
26722,925,30.7
26726,13306,43.1
26731,177,37.9
26739,708,51.4
26743,1788,35.5
26750,867,39.8
26753,6497,37
26755,1196,36.4
26757,6621,42.6
26761,508,55.9
26763,1522,45.2
26764,4057,44
26767,376,62.4
26801,1176,46
26802,1345,40.3
26804,772,44.2
26807,2816,49
26808,678,53.2
26810,488,40.8
26812,1351,53.3
26814,315,64.2
26815,704,50.6
26817,411,38
26818,885,22.7
26823,378,43.5
26833,2244,44.3
26836,6527,41.2
26845,561,47.3
26847,6872,44.1
26851,2471,44.1
26852,795,48.2
26855,617,39
26865,159,67.9
26866,910,49.8
26884,618,49.3
27006,14168,46.2
27007,2224,41.8
27009,2680,46
27011,5385,42.4
27012,25703,44
27013,7057,38.9
27014,662,42.1
27016,1772,44.8
27017,8997,40.9
27018,7778,42.5
27019,4051,48.1
27020,6079,42.9
27021,17409,42.6
27022,1971,45.9
27023,11913,45.7
27024,2636,39
27025,11549,45.2
27027,4689,37.7
27028,26124,41.9
27030,38064,42.6
27040,11075,44.9
27041,8532,41.6
27042,596,57.5
27043,6533,43.4
27045,8893,42.1
27046,2225,48.5
27047,816,45.3
27048,8611,41.7
27050,4323,41.9
27051,8177,41.2
27052,9905,45.4
27053,2938,45.1
27054,1756,48.2
27055,14142,42.1
27101,17582,38.9
27103,36505,33.9
27104,28487,41.7
27105,41820,34.3
27106,45783,36.6
27107,47351,35
27109,2474,19.7
27110,1913,19.8
27127,36037,35.4
27201,63,39.1
27203,21682,34.4
27205,33353,40.2
27207,3537,51.1
27208,1757,47
27209,3566,36.2
27212,1986,41.9
27214,12341,35
27215,40322,42.8
27217,35258,39.1
27229,3739,30.3
27231,1709,50.9
27233,2974,46.6
27235,4266,48.2
27239,8693,43.8
27242,1862,40.1
27243,4239,44.6
27244,14010,25.1
27248,4929,35.2
27249,12750,42.1
27252,2589,43.2
27253,28937,40.5
27258,6749,35.2
27260,23964,31.8
27262,24632,37.6
27263,21574,39.8
27265,47561,38.1
27278,23936,40.5
27281,2648,42.7
27282,16856,41.8
27283,2872,45.9
27284,51506,41.2
27288,23434,43.1
27291,1510,48.8
27292,39038,40.7
27295,38460,42
27298,8936,44.3
27299,5037,38.8
27301,9206,37.3
27302,28171,37.3
27305,1885,43.9
27306,6661,48.4
27310,6801,41.1
27311,3592,46.2
27312,19041,49.7
27313,7239,44.4
27314,1585,49.2
27315,2269,47.7
27316,6812,39.8
27317,16856,40.7
27320,38760,42.7
27325,6360,38
27326,3325,44.1
27330,39172,36.6
27332,30942,35
27340,42,
27341,6003,41.7
27343,1569,46.6
27344,17926,36.6
27349,6784,38.9
27350,6500,44.9
27355,2724,36.4
27356,3219,41.4
27357,7106,41.1
27358,15101,43.9
27360,46792,38.5
27370,14336,44.5
27371,8892,38.3
27376,9400,45.1
27377,7447,38.3
27379,5427,41.7
27401,20727,28.5
27403,21944,27.3
27405,45904,34.4
27406,57048,35.7
27407,48443,32.9
27408,18039,41.8
27409,16249,31
27410,53699,41.2
27455,29294,41.2
27501,18121,37.3
27502,33385,37.4
27503,6327,41.9
27504,14891,37.9
27505,5331,37.6
27507,1429,56.5
27508,1802,42.5
27509,5253,31
27510,15389,30.3
27511,33897,36.3
27513,41090,37.7
27514,32295,24.4
27516,38971,32
27517,23473,42.8
27518,21348,39.8
27519,44115,36.4
27520,39804,36.1
27521,6426,35.6
27522,11928,41.9
27523,10829,39.5
27524,11978,38.8
27525,13166,40
27526,42278,36.7
27527,19298,36.7
27529,43809,38.2
27530,40378,37.4
27531,485,21.3
27534,31768,36.6
27536,16203,37.5
27537,25888,39.8
27539,20683,38
27540,31732,34
27541,4210,45.4
27542,8891,40.1
27544,4519,41
27545,24529,33.8
27546,20491,32.8
27549,24691,40.4
27551,2171,45.7
27553,2139,48.8
27555,468,47.4
27556,277,52.5
27557,6303,39.8
27559,2169,41.9
27560,24959,32.8
27562,1650,43.5
27563,5354,41.2
27565,26553,42
27568,602,37
27569,7962,39.2
27571,4773,38.6
27572,7016,45.6
27573,11033,38
27574,14618,43.1
27576,16431,36.7
27577,24453,38.3
27581,4613,42.1
27582,137,53.8
27583,6800,42.2
27587,56996,37.7
27589,8210,44.6
27591,20939,38.5
27592,15768,33.4
27596,16565,37.8
27597,23895,37.6
27601,9547,30.4
27603,48680,32.6
27604,42572,34.8
27605,4627,37.5
27606,44752,27.4
27607,28279,22.2
27608,11002,39.2
27609,32407,37.4
27610,71267,33.1
27612,35083,35.9
27613,44365,36.6
27614,33159,38
27615,41909,43.1
27616,46826,32
27617,15793,34.4
27701,20202,33
27703,47144,32.7
27704,35067,33.8
27705,48471,32.6
27707,47873,33
27709,734,33.7
27712,20844,44.2
27713,48846,33.7
27801,21892,38
27803,20262,41.2
27804,29358,41.1
27805,3587,45.9
27806,2677,47.9
27807,7006,34.9
27808,2190,49.6
27809,4143,44.6
27810,4318,48.3
27812,2873,48.5
27813,717,29.6
27814,1520,55.1
27816,2298,45
27817,6809,46.1
27818,1568,42.8
27819,420,43.7
27820,3093,43
27821,228,43.2
27822,8195,45.6
27823,7135,40.2
27824,2232,34
27825,61,56.7
27826,949,50.9
27827,35,48.2
27828,8345,40
27829,1906,46.4
27830,5030,41.9
27831,3550,38.5
27832,2638,43.5
27834,54641,31
27837,5945,36.2
27839,3758,44.7
27840,437,48.3
27841,34,63.5
27842,1486,61.3
27843,1585,46.3
27844,3415,33.8
27845,2626,48.7
27846,3423,41.8
27847,764,51
27849,1560,41.5
27850,7112,52.1
27851,5266,42.6
27852,2749,46.1
27853,594,42.8
27855,5861,39.6
27856,16322,40.9
27857,1225,49.5
27858,57994,25.5
27860,2670,29.6
27861,106,45.7
27862,658,58.9
27863,12088,37.3
27864,5205,39.4
27865,2165,38.9
27866,720,53.4
27869,2378,47.3
27870,27218,40.3
27871,3991,49.5
27872,379,51.8
27873,436,40.8
27874,4540,45
27875,421,54.1
27876,1558,50.8
27878,1805,33.1
27879,272,36.7
27880,3383,41.4
27881,75,54.2
27882,7368,41.4
27883,3551,40.7
27884,944,52.5
27885,1205,50.1
27886,21424,42.1
27888,2405,33.3
27889,27331,43.7
27890,2602,43.5
27891,5346,44.6
27892,14543,44.9
27893,40023,37.2
27896,21185,39.4
27897,1785,46.4
27909,40307,37.5
27910,11975,41.4
27915,949,47.8
27916,486,49.4
27917,1107,40
27919,948,51.6
27920,1272,39
27921,4712,38.3
27922,858,53.8
27923,367,44
27924,2320,48.2
27925,4044,41.8
27926,1717,46.9
27927,808,52.3
27928,2469,43.6
27929,1165,54.3
27932,12382,45.9
27935,1488,39.9
27936,1013,40.3
27937,3991,42.9
27938,1528,49.1
27939,2613,36.1
27941,382,53.1
27942,734,50.5
27943,388,60
27944,12231,47.1
27946,1656,40.4
27947,1482,43.5
27948,10891,41.4
27949,7017,51.2
27950,2126,43
27953,1302,40.2
27954,6300,41.6
27956,178,49.3
27957,1749,46.2
27958,10242,40.9
27959,2807,44.7
27960,556,53.1
27962,7063,44.3
27964,526,40.1
27965,694,37.4
27966,1274,42.5
27967,245,51.1
27968,282,48.1
27970,3347,46.5
27972,248,38.3
27973,1187,44.4
27974,1518,43.5
27976,3398,40.1
27978,243,55.9
27979,1759,40.1
27980,2066,35
27981,1753,42
27982,65,44.3
27983,10722,40.6
27985,321,30
27986,3166,42.3
28001,26433,41.5
28006,1175,35.6
28007,622,51
28009,982,43.8
28012,20453,41.4
28016,12560,40.1
28017,690,19.9
28018,5511,47.5
28019,0,
28020,1861,53.4
28021,12897,44.4
28023,14068,40.8
28025,51061,37.5
28027,56990,36.3
28031,25223,37.7
28032,3183,40.3
28033,2579,45.2
28034,18047,40.3
28036,15335,36.4
28037,18336,44.4
28039,100,37.4
28040,7876,36.3
28043,22066,39.1
28052,35550,34.6
28054,35722,38.1
28056,32669,39.8
28071,3036,46.2
28072,1242,38.1
28073,5852,33.6
28075,16508,38
28076,847,34.5
28077,382,34.8
28078,54616,36.1
28079,32573,36.7
28080,7965,41.1
28081,26845,36
28083,23332,37.7
28086,25600,43.5
28088,3128,43.9
28089,208,20.4
28090,8979,43.8
28091,2010,48.5
28092,38795,41.1
28097,5573,40.8
28098,3723,39.9
28101,678,50.2
28102,80,47.5
28103,10222,41.2
28104,30282,40.4
28105,41882,39.7
28107,7106,44.2
28108,86,39.5
28109,292,21.6
28110,52108,34.2
28112,26362,38.5
28114,7267,43.9
28115,34226,38.2
28117,36210,39.6
28119,3580,36.7
28120,20193,41.2
28124,5945,44.8
28125,2180,45.3
28127,7836,44.5
28128,6551,46.5
28129,5620,43.2
28133,2558,47
28134,10000,35
28135,6099,35.3
28137,2987,42.6
28138,9978,40.8
28139,19302,45.7
28144,25414,37.7
28146,26818,43.2
28147,25522,36.2
28150,28250,40.9
28152,24353,38.6
28159,3093,42.6
28160,3832,39.9
28163,6152,33.5
28164,13838,41.6
28166,8941,42.2
28167,2444,49.3
28168,10508,42.2
28169,150,36.1
28170,11377,39.6
28173,47234,37.8
28174,9305,28.9
28202,10562,29.4
28203,13143,32.2
28204,5526,30.6
28205,46071,33.2
28206,12030,31.3
28207,9729,39.1
28208,34641,32.8
28209,21820,34.6
28210,44532,36.4
28211,29508,39
28212,40451,29.4
28213,37493,31.2
28214,34937,35.3
28215,55171,34.4
28216,49144,34.2
28217,27577,30.1
28226,37557,41.5
28227,53483,38.1
28244,0,
28262,41498,25.7
28269,76365,32.9
28270,32653,39
28273,33755,33.5
28277,64394,37.9
28278,22485,34.7
28280,0,
28282,0,
28301,17781,32.5
28303,28717,37.6
28304,37499,33.9
28305,6002,43.1
28306,42410,32.9
28307,19382,22.3
28308,371,23
28310,4184,22.6
28311,34645,32.2
28312,18561,41.2
28314,53208,28.8
28315,12748,37.9
28318,5127,38.3
28320,9169,41
28323,3413,31.3
28325,485,32.5
28326,18917,29.6
28327,15627,40.1
28328,28119,38.3
28330,505,31.6
28332,524,32.2
28333,10704,35.5
28334,25130,39.7
28337,10296,40
28338,4635,41.3
28339,6747,41.8
28340,10573,43.6
28341,4261,40.6
28342,314,32.6
28343,1595,25.4
28344,3473,34.4
28345,12609,37.7
28347,1807,36.1
28348,33385,32.6
28349,4122,40.1
28350,223,49.6
28351,4152,40.6
28352,25861,39.5
28356,5166,37.6
28357,3145,37.6
28358,39648,34.3
28360,15775,33.8
28363,1507,31.2
28364,15311,32.9
28365,18545,35.7
28366,5676,36
28367,97,29.7
28369,2532,41.8
28371,6744,34.4
28372,13513,31
28373,2572,35.3
28374,16816,60.2
28375,166,53
28376,40905,30.7
28377,13640,31
28379,25463,40.6
28382,6976,40.8
28383,7734,39.6
28384,11860,37.9
28385,2661,46.1
28386,5681,30.6
28387,14028,49.1
28390,22713,27.4
28391,5419,40
28392,1362,58.1
28393,1695,43.3
28394,5570,36.2
28395,2526,38.3
28396,2937,40.2
28398,7376,41.8
28399,2122,41
28401,22229,38.3
28403,39774,27
28405,29388,37.9
28409,31253,43.9
28411,32274,41.5
28412,36619,39.5
28420,3364,38
28421,1354,52.1
28422,7595,44.2
28423,2491,36.6
28424,58,47.6
28425,11962,38.7
28428,6381,42.8
28429,8820,36.8
28430,1461,47
28431,6214,40.4
28432,2049,36.9
28433,4777,41.5
28434,1561,46.1
28435,2330,45.4
28436,2228,41.2
28438,1603,48.2
28439,1901,46.8
28441,3565,39.4
28442,1486,50.7
28443,18443,41.8
28444,2350,37.6
28445,7312,35.6
28447,1908,37.8
28448,1026,41.2
28449,1895,56.2
28450,2361,48.3
28451,29003,39.3
28452,1054,30.3
28453,4685,32.3
28454,1942,41.9
28455,1773,43.2
28456,3334,39.8
28457,9696,39.5
28458,5882,38.3
28460,9364,29.7
28461,16376,55
28462,11768,50.9
28463,10204,38.9
28464,2569,31.5
28465,6753,53.4
28466,10869,40.6
28467,9592,62.5
28468,4437,65.1
28469,6208,58.3
28470,10341,42.8
28472,20723,39.5
28478,4328,45.8
28479,6000,42.2
28480,2525,33.9
28501,20442,40.3
28504,20533,43.2
28508,2311,30.5
28510,1269,58.6
28511,718,49.3
28512,3287,56.3
28513,9964,42
28515,2540,39.4
28516,11282,44.9
28518,8375,37.1
28519,271,54.5
28520,426,36.8
28521,2148,48.2
28523,2574,44.5
28524,378,44.7
28525,3245,38.9
28526,2833,41.4
28527,1625,39.5
28528,677,49.1
28529,2421,47
28530,7173,42.2
28531,1671,48.4
28532,24519,25.7
28533,1960,21.4
28537,134,35.2
28538,2257,42.3
28539,15063,27.8
28540,50022,28
28543,5409,22
28544,5630,24.1
28546,44893,27
28547,19019,21.5
28551,14809,39.2
28552,188,53.4
28553,238,59.6
28554,267,39.1
28555,5196,34.2
28556,1147,40.7
28557,14530,48.5
28560,28137,42.2
28562,37700,40.7
28570,21836,41.4
28571,2977,58.3
28572,7238,36.2
28573,2396,45.7
28574,16206,28.9
28575,365,56.6
28577,453,57
28578,5474,35.5
28579,608,49.5
28580,12813,39.7
28581,109,49
28582,2266,32.9
28583,214,23.7
28584,11827,41.6
28585,3706,44.1
28586,7393,41.3
28587,419,51.3
28589,421,37.1
28590,24698,34.3
28594,3689,52.5
28601,48619,40.5
28602,29683,40.1
28604,6702,45.3
28605,3783,49.7
28606,2126,43.6
28607,34151,23
28609,5981,44
28610,10601,38.8
28611,1226,24.9
28612,12567,42.1
28613,23083,37.8
28615,1860,49.6
28616,445,22.8
28617,2746,36.5
28618,1822,48
28619,1164,44.1
28621,10878,42.3
28622,1949,49.5
28623,1485,56.8
28624,1657,52.9
28625,37803,40
28626,2499,47.2
28627,1502,37.8
28628,365,40.3
28629,8,
28630,20738,39.8
28631,633,45
28634,5627,42.2
28635,4440,35.3
28636,5628,44.4
28637,1578,40.8
28638,11658,43.6
28640,5237,42.5
28642,5729,43.2
28643,3569,48.3
28644,854,57.7
28645,46474,42.9
28646,564,48.1
28647,140,33.1
28649,1721,37.7
28650,11619,40.6
28651,7253,39.2
28652,91,39.5
28654,3789,36.8
28655,55239,41.2
28657,9646,46.5
28658,26362,42.1
28659,19909,43.6
28660,2389,42.5
28662,16,
28663,692,39.7
28665,2511,47.9
28666,477,24.8
28667,641,44.2
28668,432,51.1
28669,2780,46
28670,2957,44.3
28671,535,57.1
28672,0,
28673,5820,43.3
28675,6402,45.7
28676,3456,48.6
28677,33068,38.5
28678,5321,40.3
28679,2085,37.7
28681,26382,40.8
28682,1076,59
28683,1666,48.3
28684,2425,49.3
28685,1740,48.9
28689,1619,39
