ZIP,Population,Median age
51465,666,46.3
51466,914,43.9
51467,670,47.9
51501,34847,35.1
51503,37381,41
51510,3771,38
51520,244,29.4
51521,1856,45.4
51523,355,52.1
51525,1114,40.6
51526,1315,55.2
51527,493,52.3
51528,788,48.7
51529,1827,40.4
51530,1216,34.4
51531,823,55.6
51532,644,40.6
51533,1026,46.1
51534,9464,40.2
51535,1901,45.2
51536,415,54
51537,6558,46.2
51540,489,40.6
51541,319,45.9
51542,1003,50.4
51543,453,49.4
51544,870,45.5
51545,338,48.8
51546,2742,40.7
51548,343,47.2
51549,396,43.7
51550,148,52.7
51551,1741,45
51552,281,47.5
51553,1232,34.7
51554,157,44.5
51555,5224,42.7
51556,426,41.5
51557,723,50.8
51558,609,50
51559,1647,44.1
51560,2371,37.1
51561,1212,51.6
51562,349,39.5
51563,622,50.7
51564,445,48.6
51565,558,50.5
51566,6831,44.7
51570,841,44.8
51571,571,45.8
51572,420,43
51573,1160,47.3
51575,1722,40.7
51576,2187,37.2
51577,1247,48.1
51578,97,46.8
51579,2508,39.9
51601,5833,45.7
51630,213,42.3
51631,260,54.8
51632,7019,41.4
51636,457,47.3
51637,212,41.2
51638,1476,49.7
51639,850,52.5
51640,1562,43.5
51645,303,37.4
51646,721,46.4
51647,95,39.6
51648,137,50.3
51649,296,54
51650,421,33.2
51652,1639,47.7
51653,1518,33.5
51654,532,52.1
51656,100,27.2
52001,43674,36.1
52002,15519,39.7
52003,13240,44.7
52030,399,34.2
52031,5444,45.2
52032,1476,39.4
52033,3276,39.5
52035,1137,44
52037,1250,42.8
52038,427,47.4
52039,1094,50.4
52040,5727,38.4
52041,1528,38.5
52042,1718,39.3
52043,2236,49.3
52044,156,39.6
52045,2549,34.7
52046,2170,36.5
52047,454,43.4
52048,405,37.1
52049,1299,50.6
52050,767,31.8
52052,2935,49.3
52053,1053,44.4
52054,866,48.1
52057,7694,44.2
52060,8534,42.9
52064,885,45.9
52065,1149,42.4
52066,79,54.6
52068,4195,35.4
52069,1555,39.7
52070,931,52.9
52072,225,42.8
52073,1260,40
52074,409,41.1
52076,2462,47.2
52077,440,36.2
52078,843,50.6
52079,854,44.9
52101,13803,39.2
52132,1888,41.9
52133,592,52.1
52134,376,33.7
52135,942,40.9
52136,6056,42.9
52140,526,49.9
52141,1514,39.4
52142,1662,25.9
52144,1291,38.2
52146,1007,59.7
52147,1262,41.8
52151,1919,51.3
52154,831,50.4
52155,1123,47.8
52156,740,37.2
52157,1863,46.5
52158,264,49.2
52159,2527,43.6
52160,1123,40.3
52161,1473,45.1
52162,3354,33.3
52163,239,54.1
52164,201,38.3
52165,853,43
52166,105,47.3
52168,192,40.8
52169,495,34.5
52170,523,43.9
52171,943,48.2
52172,5874,45.7
52175,3745,43.6
52201,1329,41.8
52202,949,47.3
52203,1957,46.8
52205,8636,44.2
52206,2424,33.9
52207,413,48.2
52208,3084,38.8
52209,1289,33
52210,825,32.4
52211,2499,45.3
52212,201,57.5
52213,4400,39
52214,3355,38.5
52215,706,45.3
52216,1334,48.1
52217,530,44.4
52218,1864,40.4
52219,199,42.2
52220,313,47.4
52221,202,45
52222,700,45.9
52223,1722,42.4
52224,2127,43.2
52225,314,58.2
52227,2987,35.3
52228,3035,36.4
52229,904,42.9
52231,254,51.3
52232,194,54
52233,7024,36.8
52235,801,41.3
52236,692,37.4
52237,1306,44.1
52240,33277,28.1
52241,19709,32.4
52242,1670,19.1
52245,23391,27
52246,22476,27.7
52247,5618,37
52248,1799,39.7
52249,1142,48.7
52251,579,44.3
52253,2821,39.1
52254,812,44.5
52255,1107,49.3
52257,206,55.2
52301,3615,39.3
52302,38349,37.9
52305,453,52.8
52306,1875,37.7
52307,52,52.1
52308,161,44.5
52309,341,51.2
52310,6465,41.9
52312,155,30.9
52313,384,50.8
52314,6042,31.4
52315,1158,39
52316,1509,45.5
52317,16204,30.2
52318,858,51.1
52320,1107,40.1
52321,580,39.8
52322,2357,45.5
52323,1141,48.4
52324,1822,40.3
52325,926,48.9
52326,447,49.2
52327,3430,35.7
52328,2719,40.4
52329,751,38.3
52330,883,41.8
52332,2056,45
52333,6761,42.3
52334,220,50.7
52335,553,51.5
52336,2437,44.6
52337,920,36.3
52338,3323,42.6
52339,4438,34.8
52340,1963,32.7
52341,1229,41.2
52342,2884,44.5
52345,1455,35
52346,1104,33.8
52347,1512,45.8
52348,74,39.8
52349,7381,42.7
52351,1607,33.3
52352,1790,42.4
52353,9014,43.3
52354,338,50.1
52355,297,47.1
52356,2878,43.8
52358,3810,40.9
52359,252,49.4
52361,4617,37.3
52362,736,47.6
52401,2125,34.8
52402,40029,34
52403,22848,42.1
52404,38687,33.4
52405,24704,37.6
52411,7255,43.3
52501,29846,39.2
52530,1016,43.5
52531,6067,42
52533,1465,44.9
52534,209,41.5
52535,847,49.4
52536,835,50.3
52537,6643,41.6
52540,1376,39.6
52542,438,46
52543,543,31.6
52544,7603,44.6
52548,102,49
52549,573,47.5
52550,483,47.3
52551,543,51.9
52552,1206,27.9
52553,1885,43.6
52554,1453,35.2
52555,306,55
52556,12851,43.2
52557,72,23
52560,565,41.7
52561,913,31.5
52563,1670,46.7
52565,2035,43.7
52566,173,48.5
52567,688,54.5
52569,572,54.8
52570,778,31.1
52571,1587,42.3
52572,1212,33
52573,121,36.8
52574,846,33.4
52576,449,49.5
52577,15041,39.9
52580,476,42.5
52581,476,60
52583,371,47.4
52584,458,27.8
52585,926,38.7
52586,366,57.4
52588,88,36.5
52590,1404,34.4
52591,3302,44.4
52593,121,48.2
52594,359,45.4
52595,492,27.1
52601,29806,41.1
52619,504,33
52620,892,38.4
52621,728,52.4
52623,2030,38.7
52624,197,35.9
52625,2551,44
52626,1636,42.6
52627,13417,42.8
52630,538,41.4
52632,13013,39.7
52635,884,35.7
52637,2457,45.9
52638,500,46.1
52639,2049,46.2
52640,1600,41
52641,12210,39.4
52644,271,44.6
52645,3171,43.4
52646,350,32.3
52647,247,37.3
52649,847,44.2
52650,691,54.1
52651,934,35.5
52653,3502,42.7
52654,1618,47.9
52655,4595,40.6
52656,2524,47.4
52657,42,35
52658,746,54.6
52659,1573,38.8
52660,137,70.5
52701,101,30.4
52720,1167,39.5
52721,689,44.9
52722,35647,40.6
52726,4978,43
52727,409,43.6
52728,986,40.9
52729,782,46.2
52730,4924,44.6
52731,703,37.1
52732,28130,41.4
52737,417,37.9
52738,3574,38
52739,788,37.7
52742,7958,41
52745,567,37.3
52746,967,49.9
52747,2189,43.2
52748,9671,36.9
52749,1264,33.3
52750,627,43.2
52751,952,42.4
52752,463,40.6
52753,5244,43.8
52754,1322,45.7
52755,1988,41.3
52756,2082,42.2
52757,154,33.7
52758,194,45.9
52760,312,60.9
52761,30542,38
52765,424,48.1
52766,836,50.8
52767,199,59.8
52768,1333,44.2
52769,777,37.7
52772,4997,42.5
52773,2240,41.7
52774,112,34.5
52776,4570,32.5
52777,1265,43.5
52778,4001,40.7
52801,1006,37.3
52802,10208,37.8
52803,23308,32.2
52804,27142,37.2
52806,27837,34.9
52807,14537,35.5
53001,1912,42.9
53002,2556,41.1
53003,136,56.3
53004,3243,38.4
53005,19739,46.1
53006,1887,43.2
53007,1746,46.4
53010,7737,45.2
53011,2292,44.2
53012,18724,44.5
53013,3209,40.9
53014,8074,41.6
53015,2612,39.8
53016,342,46.7
53017,5894,45.3
53018,8001,44.7
53019,1927,40.2
53020,3419,50.2
53021,4887,40.1
53022,19179,42.1
53023,2565,34.8
53024,16866,40.9
53027,22117,40.5
53029,21005,42
53031,35,44.5
53032,4693,40
53033,4650,50.2
53034,1889,40.4
53035,2509,39.5
53036,2660,38.3
53037,9195,38.9
53038,4080,35.9
53039,4740,41.5
53040,8010,40.8
53042,7145,41.7
53044,2465,43.2
53045,21292,48.2
53046,1139,42.1
53047,123,29.8
53048,3187,36.6
53049,2295,42.1
53050,6868,42.9
53051,35859,44.1
53057,1700,47.9
53058,3490,40.2
53059,1788,46.4
53061,5174,46.6
53063,1603,45.9
53065,2279,42.4
53066,34185,41.2
53069,524,50.3
53070,4907,42.7
53072,24547,43.4
53073,14719,41.3
53074,13119,38
53075,3000,43.5
53076,3216,44.3
53078,1917,44.5
53079,1370,49.1
53080,5495,40.7
53081,43168,37.2
53083,20128,42.2
53085,11275,45.3
53086,8089,41.3
53088,454,41.1
53089,18470,41.1
53090,21948,39
53091,2037,41.1
53092,20917,49.3
53093,2028,41.6
53094,19354,35.5
53095,27221,43.8
53097,5534,44.7
53098,11772,44.9
53103,3911,45.2
53104,5501,41.2
53105,29413,44.5
53108,3369,46.7
53110,18382,40.6
53114,2801,38.6
53115,15861,39.1
53118,7177,47.6
53119,5665,42.4
53120,9851,43.9
53121,19331,38.2
53122,6080,47
53125,1619,58.5
53126,6611,45.5
53128,8588,39.9
53129,14189,43.4
53130,7768,46.1
53132,35298,40.9
53137,1878,40.6
53139,3059,40.3
53140,29689,32.5
53142,32399,37.5
53143,24007,34.1
53144,27207,34.4
53146,7601,47.4
53147,16757,42.6
53149,18899,42.4
53150,25070,43.8
53151,31994,46.7
53153,2280,45.8
53154,34823,37
53156,3064,42.3
53158,16380,39.1
53167,493,48.7
53168,8855,40.5
53170,2232,32.7
53172,21210,40.5
53177,8557,38.5
53178,2651,45.6
53179,5961,39
53181,7369,40.7
53182,9534,42.1
53183,2888,44.3
53184,4368,39.3
53185,18418,42.3
53186,34879,34.1
53188,34409,38.7
53189,26444,38.9
53190,19479,22.9
53191,2920,42.4
53192,132,87.3
53195,98,62.2
53202,23947,30.4
53203,1154,31.1
53204,40650,27.6
53205,10342,27.5
53206,27426,29.4
53207,36790,36.1
53208,31116,30.6
53209,45066,34.1
53210,26661,29.7
53211,34767,28.2
53212,31138,30
53213,26384,35.2
53214,34397,35.4
53215,61990,29.4
53216,32801,33.4
53217,29496,43
53218,42503,29.7
53219,35548,38
53220,26974,41.6
53221,39338,36.8
53222,25777,37.1
53223,28984,40.2
53224,22096,30.3
53225,25395,30.3
53226,18932,38.3
53227,23074,41.8
53228,14250,45.3
53233,15208,21.6
53235,9411,44.6
53295,161,53.6
53402,32392,39.3
53403,27323,35.7
53404,15340,31.3
53405,25187,36.2
53406,26063,44.3
53501,0,
53502,2328,41
53503,1898,40.6
53504,2002,44.8
53505,498,49.7
53506,1066,48.6
53507,2255,38.1
53508,5552,36.1
53510,1508,33.2
53511,48760,38.3
53515,2297,45.1
53516,2224,43.8
53517,1779,40.4
53518,1250,48.7
53520,6772,43.1
53521,3643,41.8
53522,1211,41
53523,4835,48.9
53525,3853,40.2
53526,633,37.3
53527,10878,38
53528,5779,41
53529,2260,32.6
53530,4770,38.3
53531,4439,40.4
53532,14145,38
53533,7227,42.4
53534,11465,43.4
53536,8806,39.9
53537,706,51.7
53538,18593,42.4
53540,229,34.4
53541,745,49.5
53543,1658,42.5
53544,783,44.7
53545,22777,37.1
53546,32039,37.2
53548,17619,39.8
53549,10133,40.9
53550,1206,42.4
53551,8421,40.5
53553,618,37.3
53554,1183,35.4
53555,8493,45.3
53556,2620,41
53557,472,44.4
53558,11037,43
53559,6044,37.9
53560,3510,42.3
53561,1469,53.8
53562,24595,40.6
53563,10677,40.4
53565,4978,41.8
53566,15059,42.7
53569,1109,44.7
53570,2676,43.5
53571,227,31.9
53572,10051,41.1
53573,3184,42.8
53574,4001,44.1
53575,15818,39.4
53576,2405,39.5
53577,1409,43.3
53578,6262,38.8
53579,1719,41.2
53580,606,44
53581,10723,42.9
53582,953,47.8
53583,5828,40.4
53585,2083,37.6
53586,2270,47.4
53587,1250,41.5
53588,3977,45.6
53589,19876,42.4
53590,37430,34.6
53593,20995,39.8
53594,5098,40.2
53597,17142,40.6
53598,2520,39
53599,88,31
53702,42,
53703,28255,24.6
53704,44208,36.1
53705,23661,38.1
53706,6168,19.2
53711,45589,37.3
53713,24095,28.8
53714,16266,37.3
53715,13754,21.9
53716,18333,41.1
53717,11997,36
53718,12342,34.9
53719,29865,30.9
53726,6090,22.5
53792,0,
53801,1032,48.6
53802,42,63.5
53803,1317,39.8
53804,1387,36.6
53805,5478,39.6
53806,1739,47.5
53807,4654,43.2
53808,1007,46.1
53809,3851,38.6
53810,401,47.4
53811,3176,47.3
53813,6087,40.6
53816,927,33.9
53817,160,42.3
53818,15131,22.8
53820,2668,43.3
53821,8351,43
53825,626,28.5
53826,1296,41.9
53827,219,46.6
53901,14799,42.3
53910,3055,47.9
53911,1397,38.1
53913,19981,40.3
53916,22482,42.2
53919,2677,40.4
53920,401,61.3
53922,958,45.2
53923,2139,34.6
53924,1272,46.2
53925,7857,42
53926,1569,26
53928,190,30.1
53929,2592,41.4
53930,1209,42.6
53931,254,33.7
53932,2366,37
53933,4261,39.5
53934,4603,52.6
53935,354,34.6
53936,2410,37.9
53937,983,36
53939,237,43.3
53941,3185,41.9
53943,1049,43.3
53944,2331,41.4
53946,4681,45.4
53947,106,58.3
53948,8102,44.9
53949,5934,51.5
53950,5537,45.3
53951,2692,36.9
53952,3385,50
53953,295,27.8
53954,7156,41.1
53955,5345,41.7
53956,3309,41.9
53959,13641,38.4
53960,3242,43.8
53961,855,43.4
53963,13866,37.8
53964,3684,42.7
53965,9925,43.1
53968,2460,41.2
53969,390,48.5
54001,8160,48.5
54002,6293,35.3
54003,903,46.7
54004,2551,37.9
54005,2893,41.5
54006,707,41
54007,1390,39.5
54009,2387,37.1
54010,43,51.9
54011,6591,39.7
54013,3329,40
54014,2244,43.8
54015,3416,34.4
54016,31257,39.5
54017,16741,34.9
54020,7160,38.3
54021,6676,40
54022,21918,28.9
54023,3980,34.5
54024,4672,46.7
54025,7109,34.9
54026,1965,36.5
54027,987,40.9
54028,2334,40.2
54082,1678,45.5
54101,2802,42.6
54102,849,51.8
54103,423,48.1
54104,1080,59.8
54106,4946,39.2
54107,3574,38.9
54110,5332,35.9
54111,2353,46.6
54112,2185,42
54113,3407,42
54114,5328,52.7
54115,42463,35.4
54119,1101,22.7
54120,185,57.1
54121,3279,48.6
54123,244,37.8
54124,3603,46.2
54125,607,53.9
54126,3844,37.6
54127,29,51.5
54128,1706,43.7
54129,2964,45
54130,25865,36.2
54135,3261,32.8
54136,6377,38
54137,1034,44.4
54138,763,62.1
54139,3165,43.1
54140,8788,39.5
54141,2649,38
54143,14694,43.3
54149,1292,58.9
54150,1048,26.3
54151,3404,45.2
54153,7346,43.9
54154,5488,41.5
54155,6384,37.6
54156,1345,51.9
54157,6107,43.2
54159,1484,46.3
54160,251,41.4
54161,2888,47.3
54162,8628,39.8
54165,7572,39.8
54166,16848,45.9
54169,2653,40.9
54170,3559,40.8
54171,3489,41.1
54173,3768,43.7
54174,2844,49.5
54175,984,57.7
54177,2847,51.9
54180,3135,33.7
54201,5469,45.2
54202,1543,53.3
54204,1688,43.4
54205,2042,43.9
54207,178,38.8
54208,6296,41.1
54209,1241,57.3
54210,915,55.3
54211,200,64.7
54212,1063,59.9
54213,1162,42
54214,221,45.1
54216,6221,46.8
54217,7391,40.4
54220,39426,44.5
54227,1615,45
54228,2679,43.6
54229,4046,41.1
54230,4673,42.1
54232,732,33.7
54234,1495,64.4
54235,17029,49.1
54241,14802,45.2
54245,2408,38.5
54246,806,61.9
54247,2249,45.3
54301,22146,38
54302,29699,32.2
54303,28096,34.3
54304,28330,39
54307,1240,30
54311,35121,35.2
54313,37274,40.5
54401,30896,38.8
54403,24750,41.3
54405,2884,39.1
54406,3347,41.6
54407,1535,47.7
54408,1059,39.9
54409,13006,43.8
54410,2400,38.4
54411,5580,38.6
54412,2042,42.5
54413,132,45
54414,3395,42.9
54416,1973,39
54417,29,61.5
54418,1020,46.8
54420,1415,34.5
54421,3237,38
54422,1339,33
54423,2228,44.6
54424,1800,48.1
54425,2138,34.7
54426,4526,36.6
54427,1124,45.2
54428,1080,57.8
54430,128,47
54433,1682,47.2
54435,2173,46.6
54436,2407,33.1
54437,3104,36.2
54440,3056,41.5
54441,805,44.3
54442,1176,42.2
54443,2376,41.6
54446,3112,32
54447,516,40
54448,4307,44.7
54449,26117,42
54450,459,30.2
54451,11859,42.4
54452,19244,42.8
54454,1349,39.4
54455,17111,41.5
54456,6026,44.4
54457,8208,49
54458,90,47
54459,1199,49.3
54460,2604,42.6
54462,270,55.4
54463,719,51.5
54465,670,58.1
54466,3015,42.4
54467,13808,35.3
54469,1796,46
54470,2109,44.4
54471,1859,40.2
54473,2447,46.3
54474,3772,42.1
54475,1644,41.9
54476,18916,37.8
54479,4165,38.3
54480,1281,39.7
54481,29435,28.3
54482,8965,44.6
54484,5179,38.3
54485,313,49.8
54486,2393,45.5
54487,9459,51.6
54488,1145,34.3
54489,1558,41.7
54490,894,44.3
54491,1509,56.7
54493,600,52.1
54494,26354,46.6
54495,8030,39.3
54498,2426,36
54499,2958,42
54501,19931,46
54511,1297,44.5
54512,837,60.3
54513,429,46.7
54514,1891,51.2
54515,440,51.4
54517,141,63.3
54519,1205,55.5
54520,4264,40.2
54521,7533,49.8
54524,744,45
54525,268,38.9
54526,888,41.6
54527,1002,49.2
54529,1085,52.1
54530,860,50.5
54531,1415,52.3
54534,2360,49.4
54536,220,45.6
54537,610,48.5
54538,3096,40.9
54539,1239,54.5
54540,917,55.4
54541,1299,46.1
54542,425,60.1
54545,810,59.1
54546,1347,42.8
54547,1283,59.1
54548,4738,56.4
54550,633,42.4
54552,4225,51.5
54554,1205,54.3
54555,4765,51.5
54556,1277,44.2
54557,1001,62
54558,2386,51.7
54559,833,38
54560,439,56
54561,17,65.8
54562,1752,59.7
54563,699,49.7
54564,506,54.9
54565,106,54.3
54566,1400,46.8
54568,5022,50.4
54601,50298,29.5
54603,14153,39.8
54610,1538,52.4
54611,1253,38.2
54612,5213,35.5
54613,1952,54
54614,2940,38.7
54615,10820,43.8
54616,2659,37.2
54618,2195,44.1
54619,3705,30.9
54621,1030,48.6
54622,2167,46
54623,2001,45.9
54624,1383,51.4
54625,259,42.2
54626,1295,44.8
54627,1900,45.8
54628,1092,53.1
54629,2588,43.7
54630,3983,42.8
54631,1775,49.9
54632,1119,48.2
54634,4173,39.3
54635,1761,44
54636,14538,36.1
54637,177,47.9
54638,1503,38
54639,2473,42
54641,0,
54642,2025,39.4
54643,9,40.5
54644,1414,36.3
54645,70,33.2
54646,4055,41.8
54648,1551,37.3
54650,23452,40.5
54651,1355,38.1
54652,994,38.8
54653,904,34.1
54654,114,53
54655,1796,47.9
54656,17438,39.6
54657,397,40.3
54658,2361,46.4
54659,1412,30
54660,16513,38.5
54661,3398,41
54664,1596,44.9
54665,8420,44.1
54666,2537,46.5
54667,4854,39.4
54669,7708,40
54670,2124,27.4
54701,41161,32.5
54703,41715,33.1
54720,7077,37.3
54721,1354,41.1
54722,4228,35
54723,1218,42.4
54724,7170,37.9
54725,2863,42.3
54726,1818,41.1
54727,5118,40.3
54728,6416,48.1
54729,31938,41.1
54730,5033,40.4
54731,819,37.8
54732,2969,44.7
54733,1298,42.8
54734,803,40.8
54736,3901,45.8
54737,524,42.8
54738,3057,42.4
54739,4841,36.4
54740,2070,44
54741,1666,37.3
54742,4000,43.2
54745,2076,50.7
54746,715,45.6
54747,2616,38.5
54748,1365,44.8
54749,1188,43.5
54750,975,45.6
54751,25881,28.4
54754,1778,44.1
54755,7449,40.9
54756,845,47
54757,3439,41.8
54758,4711,43.2
54759,1502,51.5
54760,211,55.4
54761,1308,44.8
54762,1230,45.1
54763,1168,44.4
54765,48,22.1
54766,1503,43.5
54767,3394,37.2
54768,6113,36.6
54769,469,54.9
54770,2155,41.4
54771,4272,35.5
54772,1083,37.8
54773,3393,41.5
54801,6643,46.3
54805,1380,38.2
54806,11521,41.4
54810,2197,50
54812,5424,40.5
54813,559,48.9
54814,2558,46
54817,2123,56.4
54819,2613,47.4
54820,724,49.3
54821,1338,57.9
54822,4595,39.6
54824,2390,35.8
54826,760,50.5
54827,177,62.6
54828,699,50.7
54829,5189,46.7
54830,3060,59.4
54832,420,54.7
54835,965,47.5
54836,997,42.4
54837,3508,47.9
54838,1351,55.7
54839,306,42.3
54840,4384,44
54841,306,32.4
54842,88,51.5
54843,11404,45.8
54844,234,61
54845,156,45.8
54846,525,46.6
54847,2333,50.3
54848,5890,44.9
54849,2170,45.6
54850,227,57.5
54853,4164,46.3
54854,1021,40.8
54855,969,28.1
54856,1560,40.9
54857,29,52.4
54858,1711,42.3
54859,1529,55.1
54861,130,26.1
54862,252,55.7
54864,1416,36.7
54865,416,58.4
54867,291,57.8
54868,15571,44.7
54870,1552,53.3
54871,3199,44.5
54872,2599,46.1
54873,2671,53.5
54874,3738,42.2
54875,1065,47.9
54876,1781,51.3
54880,30399,37.5
54888,1266,53.4
54889,2677,43.6
54891,3311,47.8
54893,3584,50.8
54895,952,51.5
54896,1463,53.8
54901,39490,29.7
54902,22337,39.5
54904,20626,45.2
54909,2386,43
54911,26451,36.3
54913,18177,40
54914,30563,36.6
54915,42774,36.1
54921,1304,42.4
54922,1460,41.6
54923,8840,43.6
54927,428,45.4
54928,483,39
54929,9011,43.4
54930,1756,48
54931,284,51.3
54932,1364,40.7
54933,264,32.5
54934,208,31.3
54935,42260,38.3
54937,19080,43.9
54940,3884,47.6
54941,2412,52.6
54942,9089,34.9
54943,1833,51.5
54944,8421,41
54945,3527,46.8
54946,56,80.5
54947,2444,49.4
54948,226,44.7
54949,3316,41.7
54950,3040,43.3
54952,25757,37.3
54956,43251,38.5
54960,2587,55
54961,13904,40.5
54962,1168,46
54963,7065,39
54964,1068,45
54965,1391,46.6
54966,2018,37.9
54967,446,36.8
54968,2959,46.4
54970,3833,44.7
54971,10773,40.4
54974,1356,43.4
54977,1322,47.8
54979,1409,47.7
54980,142,54
54981,15398,46.5
54982,7189,45.5
54983,4480,43.7
54984,3194,55.5
54985,82,61.7
54986,4745,47.2
55001,2925,50.9
55003,3674,38.6
55005,4425,36.8
55006,3969,36.5
55007,2351,44.6
55008,15081,39
55009,7805,44.7
55011,9991,39.9
55012,2160,39.1
55013,6845,43.1
55014,27654,39.1
55016,34764,34.8
55017,754,43.7
55018,1056,38.1
55019,2035,36
55020,3299,36.6
55021,29952,39.1
55024,33316,33.9
55025,23639,39.1
55026,417,53
55027,2973,34.2
55029,17,
55030,1330,41.6
55031,2160,37
55032,3338,41.2
55033,29612,40.1
55036,50,58
55037,4971,41.8
55038,21393,34.4
55040,12775,36.1
55041,7586,46.6
55042,8830,43.7
55043,3567,45.3
55044,48915,36
55045,7413,44.2
55046,5369,31.5
55047,2749,49.9
55049,2703,34.3
55051,9534,44.4
55052,1780,44.3
55053,1126,41.2
55054,2739,31.1
55055,3455,39.2
55056,13752,36.5
55057,24933,31.6
55060,28947,39.7
55063,9502,42.8
55065,1074,40.7
55066,18423,43.9
55068,28475,35.7
55069,5566,39.5
55070,7575,33.8
55071,5562,34.5
55072,4666,41.4
55073,3202,50.7
55074,2002,36.9
55075,20368,35.7
55076,21794,41.4
55077,12500,34.4
55079,8075,40.6
55080,2333,44.7
55082,35273,44
55084,1745,37.5
55085,483,41.5
55087,395,46.1
55088,1767,39.9
55089,2043,42.4
55090,366,40.5
55092,11374,39.7
55101,5999,35
55102,17510,38.7
55103,13288,28.2
55104,45495,29.9
55105,27560,32.6
55106,56467,29
55107,15543,32.6
55108,15405,31.1
55109,32153,38.4
55110,38611,43.8
55111,0,
55112,44095,37.4
55113,39628,40.6
55114,3153,28.2
55115,9075,44.2
55116,24393,38.5
55117,42928,32.1
55118,27899,43.8
55119,40500,32.6
55120,4322,46.1
55121,8112,34.8
55122,30760,37.6
55123,26181,37.9
55124,49911,38.6
55125,43051,37.9
55126,25780,44
55127,17224,48.4
55128,28548,37.8
55129,21493,33.6
55130,16148,27.8
55150,221,36.8
55155,0,
55301,10859,29.6
55302,7006,42.5
55303,46812,38.2
55304,46901,39
55305,18619,43.8
55306,16389,37.5
55307,3293,38.3
55308,9000,33.2
55309,18758,34.4
55310,1407,48.3
55311,34441,36
55312,1488,44.7
55313,23214,37.1
55314,1414,42.9
55315,5064,35.5
55316,23591,39.2
55317,20057,39.1
55318,25954,35.6
55319,5338,42
55320,5063,35.4
55321,5464,34.8
55322,3162,36.9
55324,1350,49.8
55325,4421,41.1
55327,3517,47.1
55328,8852,39.4
55329,1930,40
55330,36989,37.4
55331,17056,46
55332,1554,51.1
55333,960,44.5
55334,2816,45.4
55335,1678,38.7
55336,8145,39
55337,44656,36
55338,1019,38.6
55339,965,38.8
55340,6955,42.7
55341,2888,35.5
55342,1949,43.3
55343,25259,33.9
55344,15561,32
55345,21957,45.4
55346,16443,41.3
55347,30143,40.7
55349,4163,36.8
55350,18013,39.3
55352,8884,36.9
55353,3259,40.4
55354,2596,39
55355,9681,41.8
55356,5508,45.6
55357,3294,43.5
55358,4949,42.1
55359,6141,45.5
55360,2892,33.2
55362,19010,33.6
55363,4518,31
55364,14728,44.2
55366,518,37.2
55367,967,40.8
55368,2104,40
55369,33811,40.9
55370,869,46.3
55371,16410,38.1
55372,31003,39.9
55373,5672,34.9
55374,13932,36.2
55375,4603,34.5
55376,16864,36.2
55378,28035,35.1
55379,42276,32.7
55381,1981,43.4
55382,3412,46.4
55384,1762,52.1
55385,1391,42.1
55386,7157,35.7
55387,13073,37.1
55388,5661,38.4
55389,2567,38.1
55390,2506,34.6
55391,15304,47.6
55395,2812,38.7
55396,2159,40.6
55397,2913,39.6
55398,16022,32.6
55401,7583,33.6
55402,375,34
55403,14992,33.6
55404,29005,30
55405,15920,30.6
55406,32976,38.2
55407,38596,32.1
55408,30883,29.5
55409,12096,36.7
55410,19793,40.3
55411,29284,26.1
55412,21295,32.2
55413,12852,33.6
55414,28717,22.2
55415,3567,31.7
55416,30452,35.5
55417,25794,38.5
55418,30550,35.2
55419,26405,37.6
55420,22777,38.7
55421,27156,37.2
55422,28585,39.7
55423,36101,36.3
55424,9996,40.5
55425,9368,36.8
55426,25504,36.3
55427,22915,40.5
55428,29623,36.4
55429,27137,32.2
55430,22882,31.7
55431,18470,45.4
55432,30566,37.2
55433,33945,36.7
55434,28531,37.2
55435,12638,46.2
55436,12283,46.8
55437,17785,46.7
55438,16736,45.5
55439,9002,46.4
55441,17968,40.7
55442,12892,43.1
55443,32771,32.7
55444,15565,33.4
55445,10529,33.6
55446,21210,38.1
55447,21123,40.4
55448,27864,38.1
55449,25784,34.7
55450,0,
55454,7550,22
55455,2037,19.2
55601,114,49.2
55602,158,56.7
55603,483,54.3
55604,3199,54.8
55605,549,34.9
55606,200,51.7
55607,100,51
55609,244,54.7
55612,751,37.6
55613,240,55.3
55614,2492,53
55615,258,52.4
55616,7087,45.9
55702,503,45.7
55703,786,48.9
55704,1126,42.8
55705,3260,48.3
55706,1650,53.3
55707,3589,38.6
55708,1079,46
55709,4122,44.8
55710,1069,53
55711,625,40.2
55712,504,48.2
55713,1127,41
55716,373,37.4
55717,248,50.5
55718,3400,42.2
55719,5927,39.7
55720,16754,38.5
55721,3563,46.7
55722,1129,36.3
55723,2474,53.1
55724,832,50.5
55725,80,55.8
55726,917,46.9
55731,5936,51.4
55732,1226,53
55733,4677,42
55734,6232,46.9
55735,1735,49.8
55736,1523,50.7
55738,475,48.4
55741,3185,51.3
55742,355,47.8
55744,20242,44.3
55746,17145,41
55748,1395,43.3
55749,527,43.5
55750,2025,51.1
55751,1438,48.4
55752,374,52
55753,933,38.1
55756,396,55.5
55757,903,47.3
55758,152,51.1
55760,3029,53.8
55763,652,52.8
55764,531,47.3
55765,752,49.9
55766,34,33.5
55767,4692,45.2
55768,2878,46.9
55769,2462,48.2
55771,1840,46.5
55772,113,29.4
55775,1197,52.6
55779,3990,41.7
55780,228,29.8
55781,611,58.9
55782,491,48.3
55783,2339,45.9
55784,88,47.6
55785,177,52
55786,325,38.1
55787,429,55.3
55790,1870,57.3
